3.796097 12.244736 5.994627 -0.234423 2.230476 3.262431 0.068488 1.692567 -0.362694 0.042525 -1.376762 0.769739 0.596345 -0.356153 0.986916 -0.977471 1.457860 0.628689 -0.332161 0.560098 -0.038435 0.115447 0.002193 -1.163050 0.489542 0.758882 1.064598 0.001896 -0.950532 -1.008480 0.852264 0.057215 1.457313 -0.621893 0.218438 0.117562 -0.983009 -0.553146 -0.648620 0.324793 1.000000
2.570048 13.591248 6.544979 -0.357531 1.945818 2.476213 -0.664777 1.965418 -0.690930 -0.696627 -1.316339 0.388915 1.005884 -0.159066 0.619192 -0.932763 1.246693 0.219656 -0.503631 0.195409 -0.317877 0.054475 -0.673149 -0.373370 0.973053 0.374318 0.866139 -0.488289 -1.051776 -1.394286 0.732281 -0.398231 1.102010 -0.207689 -0.001026 0.322791 -0.393576 -0.412595 -0.273900 0.344193 1.000000
2.503685 13.563128 6.351857 -0.381000 2.044562 2.533778 -0.594315 1.833757 -0.713332 -0.642364 -1.259241 0.299042 0.854285 -0.038062 0.705242 -0.826686 1.253946 0.223420 -0.603940 0.018071 -0.241664 0.144531 -0.713824 -0.163494 0.964936 0.439680 0.899639 -0.376936 -1.056808 -1.333927 1.143395 -0.493136 1.025612 -0.370737 0.046749 0.312839 -0.456905 -0.368089 -0.490238 0.324899 1.000000
6.287835 8.580648 4.536571 -3.574278 1.325197 1.849797 -0.167234 2.123583 -0.561399 0.110587 -1.624616 0.113537 0.519494 0.221853 0.224683 -0.970200 1.222710 0.083145 -0.377451 0.416527 0.191303 -0.152375 -0.174854 -0.901739 0.197358 0.509690 0.764644 -0.014212 -0.424332 -0.769061 0.959847 -0.561346 0.593607 -0.593954 0.054861 0.339478 -0.092624 -0.722846 -0.196292 0.012376 1.000000
3.723882 12.590027 8.154770 -0.465471 1.352377 3.040806 -0.131293 1.864721 0.616736 0.219880 -0.548489 0.956079 1.532942 -0.778499 0.904000 -1.447368 1.758584 -0.184889 -0.880613 0.545016 -0.178498 0.056925 -0.056338 -0.609090 0.410684 0.997393 0.981279 -0.286040 -1.230588 -0.765809 1.121230 -0.051702 1.288172 -0.399699 0.184755 0.292781 -0.401383 -0.474895 -0.082153 0.501663 1.000000
2.708780 13.506630 6.755554 -0.274339 2.294388 2.425611 -0.723554 1.963444 -0.724826 -0.755889 -1.504206 0.158527 1.059158 -0.092877 0.607665 -0.646923 1.254137 0.265007 -0.725574 0.036878 -0.521843 -0.022701 -0.473102 -0.469987 0.577208 0.379558 0.838346 -0.191110 -1.132641 -1.646803 0.497073 -0.447382 1.151276 -0.155627 0.214908 0.407580 -0.477985 -0.358464 -0.218771 0.275668 1.000000
-2.150304 7.213610 3.024464 2.282503 1.066220 1.858816 0.183067 0.645557 0.011548 -0.409363 -0.875087 0.433204 0.810669 -0.135458 0.460721 -0.804470 0.886716 0.030708 -0.309852 0.413192 -0.523736 0.287106 -0.423981 -0.036349 0.548944 0.285884 0.327851 -0.101794 -1.023917 -0.939230 0.568030 -0.122447 1.137071 0.104785 -0.311473 0.209885 -0.633979 -0.241402 -0.456840 0.227192 1.000000
2.667932 13.566712 6.595408 -0.278144 2.074389 2.525906 -0.637596 1.923786 -0.612919 -0.644139 -1.451703 0.213581 0.855709 -0.177351 0.567674 -0.967439 1.414546 0.225849 -0.727439 0.062648 -0.460291 0.026961 -0.535701 -0.332052 0.823433 0.386014 0.922749 -0.421055 -1.058686 -1.296207 0.590543 -0.329014 1.206862 -0.047658 0.276336 0.316153 -0.439662 -0.522946 -0.225728 0.222279 1.000000
2.875399 13.383274 6.786478 -0.241534 2.182966 2.639920 -0.471253 1.965327 -0.553406 -0.692666 -1.426778 0.220712 0.866360 -0.205845 0.647961 -0.808775 1.307662 0.304099 -0.680656 0.172273 -0.341036 0.100402 -0.556203 -0.258270 0.876232 0.517260 0.907459 -0.439319 -0.961383 -1.337229 0.771040 -0.329006 1.174617 -0.310504 0.226221 0.350179 -0.496266 -0.336981 -0.300433 0.353901 1.000000
3.169588 13.177936 7.186737 -0.085292 2.102484 2.572057 -0.437080 1.610852 -0.617855 -0.546887 -1.454312 0.222890 0.940578 -0.049262 0.527824 -0.403400 1.049034 0.313237 -0.663021 0.343812 -0.415117 -0.080575 -0.411471 -0.508251 0.372906 0.494068 0.727083 -0.050168 -1.114830 -1.726222 0.500521 -0.681642 1.337223 -0.542928 0.277267 0.632154 -0.344112 -0.125613 -0.560280 0.497842 1.000000
3.136479 13.174454 7.017353 -0.208187 2.007789 2.830356 -0.277435 1.873587 -0.391369 -0.544660 -1.287358 0.315892 0.820751 -0.322913 0.607989 -0.903486 1.306201 0.311472 -0.635512 0.325863 -0.153318 0.096432 -0.579369 -0.193537 1.056146 0.685788 0.858833 -0.404358 -0.716410 -1.209109 0.987080 -0.328642 1.263898 -0.495416 0.170811 0.359280 -0.587338 -0.205699 -0.416665 0.452102 1.000000
4.291215 12.288363 7.865264 0.379854 2.101580 2.708893 0.976914 1.796647 0.533085 1.151084 -0.633267 1.188538 0.760369 -0.428791 0.684716 -1.534786 1.088135 -0.357586 -0.890211 0.454081 -0.164317 -0.134398 -0.143783 -1.102304 0.095142 0.481664 1.041568 0.008507 -1.150965 -1.347996 0.929855 -0.381752 1.025952 -0.063967 -0.015534 0.155353 -0.461778 -0.397856 -0.257346 0.394997 2.000000
4.421397 12.310597 6.034414 0.271549 1.538300 2.070427 -0.197224 0.842563 -0.749646 0.307288 -0.848994 1.052729 -0.105211 -0.105892 -0.211917 -1.245134 1.446564 -0.027716 -0.821745 0.763020 0.073159 0.337520 -0.650798 -0.095024 0.790077 0.040220 0.632422 -0.336436 -1.053715 -1.218738 0.814595 -0.653780 1.520212 -0.319346 0.018770 0.498604 -0.476127 -0.417175 -0.390234 0.160361 2.000000
5.264584 11.340380 7.130603 -0.013965 1.595495 2.118733 0.442419 0.697620 0.084510 1.224053 -0.325217 1.344668 0.437184 -0.378814 0.550712 -1.134322 0.997855 -0.299398 -1.074197 0.393532 0.063587 0.157710 -0.621178 -0.574490 0.574295 0.217895 1.075664 -0.088383 -1.157972 -1.356926 0.858621 -0.683511 0.935563 -0.331690 0.246452 0.298815 -0.431574 -0.215732 -0.483689 0.258780 2.000000
6.778590 8.996970 6.530803 -2.585555 0.636024 1.844180 0.175853 2.235485 0.307257 0.616672 -0.450607 0.695654 1.006919 -0.420810 0.143491 -2.032849 1.276412 -0.764740 -0.799563 0.435570 -0.399269 0.003636 -0.338702 -0.482474 0.143032 0.482158 0.844237 -0.453790 -1.447563 -1.499735 0.985111 -0.350370 1.164267 -0.148863 -0.011708 0.048096 -0.550708 -0.698967 -0.290557 0.391512 2.000000
5.077080 11.588890 6.860688 0.217988 1.522633 2.210135 0.498907 0.852692 0.048929 1.214395 -0.527061 1.383099 0.056328 -0.323586 0.427663 -1.414346 1.215184 -0.310850 -0.894672 0.781483 -0.087052 0.267482 -0.433240 -0.452665 0.479932 0.254953 1.020235 -0.254391 -1.082020 -1.307583 0.859092 -0.431561 1.220574 -0.242100 0.230679 0.230936 -0.420258 -0.402325 -0.274907 0.326751 2.000000
5.077080 11.588890 6.860688 0.217988 1.522633 2.210135 0.498907 0.852692 0.048929 1.214395 -0.527061 1.383099 0.056328 -0.323586 0.427663 -1.414346 1.215184 -0.310850 -0.894672 0.781483 -0.087052 0.267482 -0.433240 -0.452665 0.479932 0.254953 1.020235 -0.254391 -1.082020 -1.307583 0.859092 -0.431561 1.220574 -0.242100 0.230679 0.230936 -0.420258 -0.402325 -0.274907 0.326751 2.000000
1.516628 9.943317 5.731981 1.726021 0.563326 2.460279 0.756255 0.459624 0.357274 0.646465 -0.506208 1.259157 0.711386 -0.424818 1.058868 -1.298315 1.253783 -0.086053 -0.744625 0.433407 -0.206992 0.098413 -0.449253 -0.608211 0.553064 1.033180 0.733855 -0.221735 -1.660081 -1.378880 0.384845 -0.496006 0.815271 -0.002590 -0.154919 0.192465 -0.335083 -0.536296 -0.660792 0.634001 2.000000
5.085828 11.619341 6.925429 0.156429 1.656600 2.145038 0.251310 0.682615 -0.074487 0.939713 -0.523023 1.299090 0.188425 -0.395826 0.287116 -1.269821 1.250797 -0.329928 -0.978880 0.676641 0.007853 0.331299 -0.525223 -0.342709 0.598276 0.293701 0.942195 -0.263029 -1.147120 -1.305743 0.854756 -0.585217 1.135028 -0.339552 0.297755 0.370252 -0.391746 -0.333806 -0.368942 0.172774 2.000000
5.059814 11.627914 6.815254 0.234258 1.482175 2.206635 0.518032 0.881135 0.031113 1.211706 -0.547208 1.367534 0.043851 -0.338078 0.421455 -1.444181 1.235075 -0.330277 -0.845201 0.833773 -0.111839 0.269690 -0.399282 -0.472256 0.448320 0.243894 0.982775 -0.243297 -1.092621 -1.349614 0.815815 -0.432334 1.247508 -0.220562 0.193629 0.243464 -0.454819 -0.419141 -0.272939 0.318993 2.000000
4.913889 11.679924 6.616358 0.176759 1.792014 2.194298 0.234740 0.530270 -0.581597 1.012977 -0.625128 0.885785 0.310231 -0.007960 0.228565 -0.378749 0.672002 -0.264917 -1.224408 0.492901 0.342151 0.038663 -0.479118 -0.539492 0.430948 -0.226292 1.271354 0.018240 -0.964773 -1.193226 0.348349 -0.709377 1.392647 -0.569149 0.279485 0.458437 -0.227191 0.090213 -0.514066 0.267829 2.000000
4.876233 11.957267 6.362682 0.298241 1.508651 2.250802 0.312852 0.912001 -0.371545 0.636238 -0.679977 1.290489 -0.109319 -0.368299 0.062366 -1.363785 1.398328 -0.216827 -0.661556 0.952323 -0.033282 0.353094 -0.528267 -0.201438 0.605313 0.228893 0.736136 -0.290272 -0.888296 -1.262555 0.856828 -0.612164 1.550718 -0.286418 0.134581 0.507623 -0.607423 -0.401758 -0.339118 0.238739 2.000000
2.929563 13.377337 4.502274 -0.036734 0.140849 3.322399 -0.581332 1.487790 -1.674966 0.000157 -1.263004 0.885133 0.617167 -1.009209 0.607412 -1.496841 1.664202 -0.277185 -0.254219 0.743094 0.386065 0.061017 -0.208940 -0.702786 0.692469 0.654709 1.033708 0.087848 -1.378544 -1.345832 0.598473 -0.412372 0.872414 -0.395547 0.218685 0.408379 -0.648457 -0.236210 -0.356382 0.421553 3.000000
1.977833 14.102557 4.374864 -0.684866 -0.543051 2.903878 -0.421774 1.744972 -1.157321 0.123603 -1.135289 1.106374 0.593302 -0.733372 0.542591 -1.241436 1.836783 -0.343012 -0.117417 0.885063 0.467224 0.462724 -0.241913 -0.715367 0.456360 0.186421 0.677560 0.130272 -1.216515 -1.637742 0.903353 -0.076544 0.617503 -0.895315 0.263132 0.292901 -0.516419 -0.110567 -0.633853 0.164677 3.000000
0.698225 14.372209 4.222231 -1.702769 0.085643 3.244505 -0.417400 2.099048 -0.394468 0.470466 -1.094952 1.303858 1.250158 -0.795911 0.793677 -0.651081 1.124770 -0.410123 -0.488853 0.697753 0.516937 0.120853 -0.426668 -0.285294 0.381129 0.316382 0.871369 -0.302423 -1.184320 -1.292863 0.670034 -0.557296 1.228019 -0.216152 0.159433 0.354778 -0.442496 -0.469059 -0.343965 0.310830 3.000000
6.286836 8.462752 3.782470 -3.456170 -0.636128 2.367338 -0.592950 1.683936 -1.261999 0.487884 -1.565454 0.601625 0.691758 -0.310463 0.369795 -1.467205 1.966295 -0.341950 -0.826734 0.799753 0.036870 0.316330 -0.175442 -0.403998 0.768312 0.492385 1.107125 -0.443301 -1.277457 -1.609935 0.393946 -0.169284 1.279928 -0.338080 0.430917 0.098415 -0.725324 0.229374 -0.643209 0.666895 3.000000
0.693143 14.487167 4.357940 -1.797703 0.282705 3.048144 -0.452975 2.162747 -0.229147 0.333996 -1.069511 1.257036 1.155896 -0.860942 0.770271 -0.713299 1.254867 -0.487508 -0.476815 0.547956 0.506310 0.228296 -0.477961 -0.174388 0.497524 0.459088 0.813153 -0.240810 -0.952272 -1.281322 0.849064 -0.577068 1.220806 -0.246942 0.159679 0.209123 -0.556857 -0.425293 -0.330928 0.267923 3.000000
0.693143 14.487167 4.357940 -1.797703 0.282705 3.048144 -0.452975 2.162747 -0.229147 0.333996 -1.069511 1.257036 1.155896 -0.860942 0.770271 -0.713299 1.254867 -0.487508 -0.476815 0.547956 0.506310 0.228296 -0.477961 -0.174388 0.497524 0.459088 0.813153 -0.240810 -0.952272 -1.281322 0.849064 -0.577068 1.220806 -0.246942 0.159679 0.209123 -0.556857 -0.425293 -0.330928 0.267923 3.000000
-2.873864 7.986481 2.472270 2.270741 -0.501378 2.064802 -0.588382 0.574477 -0.667756 -0.530618 -0.523200 0.578845 1.144015 -1.379998 0.289268 -1.466386 1.195383 -0.077698 -0.249208 0.455590 0.008760 0.339495 -0.310580 -0.223781 0.440350 0.445645 0.766448 0.106723 -1.129284 -1.246201 0.718801 -0.306870 1.149275 -0.515695 0.417705 0.366312 -0.662019 -0.176684 -0.233848 0.407706 3.000000
0.960932 14.371541 4.292536 -1.593013 0.291695 3.002862 -0.596816 2.129955 -0.440911 0.318851 -1.026166 1.234266 1.088248 -0.987553 0.771260 -0.875020 1.383660 -0.691149 -0.454713 0.418227 0.578478 0.342489 -0.388075 -0.148510 0.475675 0.475895 0.793875 -0.139991 -0.844385 -1.348898 0.975184 -0.531827 1.104095 -0.362769 0.259770 0.429725 -0.628398 -0.323893 -0.253124 0.290954 3.000000
0.892012 14.366612 4.278250 -1.572978 0.040551 3.225411 -0.425676 2.181214 -0.562978 0.357558 -1.154099 1.297947 1.319749 -0.824265 0.789152 -0.621897 1.169538 -0.416120 -0.487719 0.653508 0.485091 0.127755 -0.439655 -0.273527 0.408292 0.255635 0.860485 -0.242907 -1.197217 -1.359847 0.633059 -0.469284 1.171483 -0.248405 0.157874 0.258939 -0.457803 -0.438085 -0.256494 0.260919 3.000000
-0.112841 14.344011 4.748702 -2.328935 0.890456 2.766631 -0.706485 1.180514 -0.049535 0.592591 -0.615590 0.529965 1.249446 -0.636172 1.031647 -0.762691 1.118725 -0.574993 -1.044546 0.642390 0.472086 0.146669 -0.284269 -0.047720 0.453550 0.828046 1.007119 -0.152993 -1.131572 -1.333429 0.805899 -0.764387 1.357131 -0.354483 -0.011977 0.255944 -0.593670 -0.440850 -0.061780 -0.097866 3.000000
0.823762 14.279631 4.247483 -1.586937 -0.074654 3.283178 -0.417180 1.960671 -0.660844 0.451692 -1.097332 1.286695 1.481648 -0.788421 0.883998 -0.532616 0.954448 -0.296627 -0.637658 0.761458 0.494133 0.025833 -0.471306 -0.293708 0.468672 0.150713 0.919563 -0.305300 -1.315999 -1.334077 0.484608 -0.482591 1.193234 -0.093785 0.077205 0.284010 -0.377965 -0.559269 -0.267410 0.350202 3.000000
3.573929 12.809244 5.564479 0.718194 1.730366 2.776847 0.351426 1.283420 -1.440583 1.043500 -1.663630 0.326156 1.312856 -0.830094 -0.074948 -1.325956 1.431515 0.009098 -0.828560 0.577399 0.132432 0.091069 -0.227329 -0.894154 0.506207 0.215087 0.827346 -0.165676 -1.257878 -1.162330 0.808052 -0.406181 1.447237 -0.295553 0.092654 0.261328 -0.576428 -0.466233 -0.535329 0.077720 4.000000
4.210936 12.120326 5.992570 0.617218 1.667841 2.607018 0.286048 0.477743 -1.328705 1.896620 -1.392096 0.380804 1.563077 -0.914581 0.037681 -0.929968 1.298492 -0.238213 -0.720242 0.542234 0.243890 0.043464 -0.474880 -0.667495 0.659523 0.114676 0.853770 -0.175326 -0.785767 -1.484300 0.717078 -0.399454 0.970743 -0.049729 0.151435 0.299877 -0.717857 -0.347078 -0.393689 0.425156 4.000000
4.080014 12.300235 5.800248 0.774070 1.495764 2.873933 0.211649 0.687715 -1.505232 1.678948 -1.374499 0.123096 1.466522 -0.921357 0.070760 -1.125684 1.508542 -0.178736 -0.717655 0.493602 0.038850 0.047993 -0.397866 -0.404035 0.651723 0.456507 1.006218 -0.351528 -0.934730 -1.437086 0.884177 -0.427686 1.100590 -0.291234 0.131515 0.311185 -0.599020 -0.372600 -0.451951 0.141086 4.000000
6.005084 9.300252 4.692960 -2.460862 1.387737 2.273543 -0.217990 1.809217 -0.869688 0.886495 -1.703557 0.309545 1.569354 -0.723273 -0.375288 -1.214215 1.502396 0.514544 -0.901716 0.179194 0.465463 -0.096615 0.058635 -1.260389 0.164435 0.401036 0.189222 0.189425 -0.691081 -1.167866 1.064925 -1.002035 1.285746 -0.143524 -0.067059 0.137752 0.021244 -0.183049 -0.252224 0.535387 4.000000
3.771087 12.610420 5.479036 0.718214 1.370311 2.820714 -0.010436 0.824458 -1.635508 1.409619 -1.515202 0.137444 1.362869 -0.909029 -0.143988 -1.371610 1.668232 -0.140965 -0.647481 0.496524 -0.032287 0.044775 -0.437069 -0.354821 0.654839 0.322738 0.876886 -0.380772 -1.106551 -1.123680 0.749529 -0.533931 1.282712 -0.269247 0.099408 0.311323 -0.427657 -0.465980 -0.336885 0.120593 4.000000
4.294948 12.047241 6.021827 0.708313 1.465577 2.994212 0.342534 0.589617 -1.303727 1.876698 -1.181072 0.160800 1.668638 -1.025372 0.298747 -1.081825 1.425387 -0.185582 -0.725013 0.530234 -0.017770 -0.034728 -0.420420 -0.483336 0.669326 0.604808 1.135300 -0.364670 -0.916820 -1.477312 0.796694 -0.289145 1.054977 -0.181856 0.162263 0.236413 -0.681422 -0.360345 -0.328200 0.268459 4.000000
-1.825223 7.802772 2.646243 2.559217 0.860166 1.820175 -0.113084 0.399496 -0.637149 0.061312 -0.833770 0.493688 1.180207 -0.772641 0.061069 -1.240214 1.179450 -0.124036 -0.283632 0.402648 -0.208747 0.275390 -0.401601 -0.019714 0.348110 0.135779 0.454952 -0.061514 -1.309711 -0.862826 0.705858 -0.278242 1.289271 -0.177027 -0.270787 0.349331 -0.560812 -0.238029 -0.234197 0.089765 4.000000
