-1.288909 2.293827 -1.258134 -0.625075 -0.136921 -0.774897 1.873835 0.733077 -0.250095 -0.485990 0.083401 0.017706 1.654256 0.320206 0.368652 -1.084949 -0.657347 -0.384090 0.287969 0.104419 -0.209462 -0.314941 0.435795 -0.652305 0.117169 -0.443677 0.206301 -0.417749 -0.567369 0.617278 0.525476 0.083060 -0.294443 -0.296071 0.145945 -0.344875 -0.243659 -0.157779 -0.097109 0.067239 0.186057 0.007336 0.369141 -0.260585 0.147848 -0.640476 0.475751 -0.319703 -0.102362 -0.170923 -0.681659 -0.269571 -0.162910 -0.151079 -0.420467 -0.221856 0.452498 -0.213803 -0.216126 -0.359672 -0.028344 -0.018845 -0.048242 1.000000
1.005932 3.411117 -1.370842 1.152871 1.135532 -0.358256 1.978137 0.982610 -0.454345 0.393570 0.519602 -0.311244 0.793269 0.534770 -0.063198 -0.975960 -0.619242 -0.601885 -0.809245 -0.649258 0.050817 0.053791 -0.009760 0.871176 0.163970 -0.523825 -0.296501 0.286383 -0.388467 -0.440070 -0.316486 -0.213765 0.299717 0.279500 0.434280 0.177919 0.114394 0.544055 -0.449278 0.006644 0.175308 -0.183695 -0.007710 -0.308766 0.664358 -0.170372 -0.300115 -0.047893 0.099199 -0.182875 -0.034266 0.096667 0.104233 0.537768 0.029161 0.015415 0.246798 0.149918 0.742275 0.194611 -0.155665 0.261817 -0.016435 1.000000
0.953112 3.112566 -1.149841 1.158465 1.071691 -0.588117 1.895246 1.299368 -0.520366 0.016947 0.568544 -0.082049 1.035438 0.636647 0.024207 -1.106139 -0.622433 -1.085019 -0.840610 -0.666651 -0.133120 0.079094 0.490924 0.584343 0.180011 -0.652811 0.222792 0.338855 0.264549 -0.233658 -0.168310 -0.373343 0.208826 -0.147662 0.159246 0.008677 0.240152 -0.075451 -0.264585 -0.041272 0.099921 -0.385995 -0.305283 -0.488390 0.179587 0.068542 -0.727893 -0.414158 0.034491 -0.150075 0.171091 0.234429 0.217982 0.086632 -0.089784 0.041332 0.092139 0.088275 0.131231 0.218611 0.111615 -0.049828 0.026329 1.000000
-3.454111 2.190137 -0.521121 0.004295 -0.374277 -2.359317 0.994142 -0.889483 0.122788 -0.926011 0.190442 -0.228736 1.827149 0.601018 0.026156 -1.089126 -0.513941 -0.726367 0.460989 0.191163 -0.353796 -0.322789 0.611245 -0.676167 -0.217613 -0.552525 0.058041 -0.311787 -0.523550 0.715629 0.086399 0.210199 -0.096244 0.019897 0.165050 -0.042278 0.427717 -0.347869 0.118542 -0.050829 0.286382 -0.325817 0.090796 -0.431397 0.055274 -0.217826 0.389129 0.042478 0.071326 -0.136551 -0.419261 -0.007563 -0.193563 0.374591 -0.497737 -0.129957 0.465419 -0.046198 -0.492763 -0.064546 0.173585 0.034628 0.162924 1.000000
0.784495 5.842955 0.088637 0.124787 -1.332988 0.755801 1.981331 -0.221662 -0.734853 0.124815 0.402039 -0.639062 -0.215604 -0.707792 0.582784 -0.397971 -0.835944 0.872031 0.036867 -0.037933 -0.812168 0.106693 -0.238105 -0.219817 0.341564 0.196954 0.131578 -0.419445 0.261572 0.779747 0.073383 0.450001 -0.830841 -0.943664 0.045457 -0.674611 -0.463751 -0.283875 -0.182433 -0.274909 0.237642 0.122243 -0.119099 0.140589 0.197424 -0.680050 0.505076 -0.080551 0.258292 0.514859 -0.297083 -0.111399 -0.160888 -0.645913 0.355529 0.648466 -0.075113 -0.082926 0.057223 -0.312771 -0.487504 0.165899 -0.891081 1.000000
0.981913 3.741913 -1.558922 1.191575 1.513248 -0.698043 2.110450 1.500153 -0.916753 0.251013 0.242485 -0.423439 0.999395 0.737796 0.135753 -1.050039 -0.480950 -0.437129 -0.480790 -0.230924 0.227639 -0.506918 -0.586062 0.004034 0.418366 0.002777 -0.483319 -0.146890 -0.009853 -0.021163 -0.133829 0.013660 0.319643 0.191912 0.296128 -0.257615 0.158953 0.410250 -0.114285 0.016346 -0.065954 -0.015988 0.209109 0.604616 -0.010984 -0.030399 0.457166 -0.155228 0.438748 0.361369 0.500896 -0.258998 0.016497 -0.030340 -0.246406 0.335386 -0.043695 0.086920 0.161004 0.150227 -0.022951 -0.279290 -0.018469 1.000000
-0.255390 -3.210264 -2.405705 -2.775882 1.261889 0.202715 -1.033536 0.664890 -0.375690 0.772611 0.843850 1.439156 1.400520 0.725482 1.327425 -0.869377 -1.166336 -0.735687 0.291922 -1.182329 -0.719788 -0.447552 -0.092205 0.038821 -0.139283 -0.617637 0.231240 0.327423 -0.687132 0.043167 -0.490747 0.106432 -0.649596 0.179063 0.605545 0.005941 0.570603 0.257674 0.164284 0.166086 0.057716 0.049131 0.080244 -0.199135 0.204949 -0.377191 0.293767 -0.163277 -0.186418 0.049976 0.038845 -0.053738 -0.323644 0.012357 -0.344067 0.231638 -0.106850 -0.302920 -0.045524 0.035527 0.081353 0.299581 -0.136997 1.000000
0.610446 3.492974 -1.308864 1.057148 1.048740 -0.514401 2.003320 1.754522 -0.748973 0.405005 0.521565 -0.131278 1.013316 0.371203 0.218271 -1.167248 -0.560556 -0.881750 -0.553036 -0.805507 0.159668 -0.610569 0.057924 0.033358 0.360178 -0.357438 -0.001903 -0.186091 -0.071131 -0.555860 0.198747 0.144762 0.502633 -0.220671 -0.092706 -0.134080 0.433674 -0.202277 -0.395261 0.145118 -0.132854 -0.159270 -0.211687 0.267430 0.086142 0.194882 0.082481 0.513905 0.124628 0.330104 0.246158 0.199834 0.279063 0.094046 0.095716 0.132635 0.373803 0.020366 0.225481 -0.103232 0.093847 -0.280977 0.058112 1.000000
0.513464 3.892878 -1.453047 0.828811 0.911433 -0.575723 2.145092 1.664268 -0.568974 -0.046019 0.192450 0.004100 1.323203 0.791496 0.288364 -0.676104 -0.717124 -0.793335 -0.620043 -0.362924 -0.108023 -0.289661 0.211991 -0.010630 0.402420 -0.455898 -0.349221 0.304593 0.216026 -0.479608 -0.182595 0.205342 0.283506 0.123921 0.075106 -0.426618 -0.252819 0.011186 -0.354700 0.241086 -0.242180 -0.195355 0.015593 0.273253 -0.139804 -0.022499 0.119211 -0.009941 0.178439 -0.320391 0.067502 -0.183351 0.096404 -0.225955 0.273593 0.158720 -0.294351 0.036968 0.070343 0.197417 -0.013190 -0.222032 0.042318 1.000000
0.668001 5.061812 -1.119421 0.727327 0.840551 -0.474623 1.648803 1.595888 -0.833587 -0.150089 -0.481568 0.223473 1.291988 0.958701 -0.064330 -0.240408 -0.430537 -0.852674 -0.265987 0.150802 -0.062088 0.129690 -0.334671 -0.513960 0.144616 0.425433 -0.813980 0.011052 0.409240 -0.783940 -0.486107 -0.428110 0.448780 0.850709 0.565805 -0.821336 -0.522210 0.433500 0.649367 0.125958 -0.404640 0.341784 0.156735 0.474172 -0.431483 -0.063267 -0.261877 -0.430127 0.046987 0.078231 0.106489 -0.425853 -0.143886 -0.331196 0.215941 -0.137702 -0.205014 0.014645 -0.252182 -0.060701 -0.156327 0.153534 0.088457 1.000000
